Crime Count,Bike Count,Latitude,Longitude
50,151,40.6795766,-73.97854971
79,85,40.6800105,-73.938475
43,145,40.6802133,-73.98432695
60,106,40.68034242,-73.95576894
69,90,40.68035608,-73.9476791
59,129,40.6804836,-73.9646795
41,123,40.680611,-73.99475825
52,153,40.68094472,-73.97567332
36,111,40.6809591,-73.99905709
56,144,40.6809741,-73.9710097
71,94,40.68098339,-73.95004798
21,77,40.6812117,-74.00860912
59,58,40.68139,-73.90756
78,89,40.6814598,-73.934903
59,121,40.68186,-73.959432
43,136,40.68199044,-73.99079025
63,110,40.68216564,-73.95399026
73,96,40.6823687,-73.944118
81,93,40.682601,-73.938037
31,116,40.6828003,-73.99990419
59,58,40.68281,-73.90623
42,130,40.6829151,-73.99318208
27,106,40.6830456,-74.00348559
36,122,40.6831164,-73.99785267
48,155,40.68312489,-73.97895137
63,72,40.68319988,-73.91166642
59,137,40.68323865,-73.96599591
43,145,40.683426,-73.984275
49,153,40.68382604,-73.97632328
68,106,40.68402,-73.94977
59,142,40.68415748,-73.96922273
59,127,40.6845683,-73.95881081
62,68,40.68458,-73.90925
41,143,40.68461654,-73.98721285
32,123,40.6847514,-73.99917254
59,134,40.68488,-73.96304
41,141,40.6849668,-73.98620772
38,130,40.6849894,-73.99440329
48,154,40.68506807,-73.9779076
61,114,40.6851443,-73.95380904
73,103,40.6851532,-73.94111
45,144,40.6853761,-73.98302136
50,153,40.68539567,-73.97431458
63,92,40.68565,-73.91564
33,113,40.6859296,-74.00242364
38,132,40.6861758,-73.99645295
67,110,40.686203,-73.944694
76,110,40.686312,-73.935775
40,139,40.686371,-73.99383324
41,140,40.6864442,-73.98759104
57,141,40.68650065,-73.96563307
61,86,40.68652,-73.91321
62,97,40.68663,-73.9168
40,141,40.6867443,-73.99063168
56,133,40.68676793,-73.95928168
46,147,40.68683208,-73.9796772
47,153,40.68691865,-73.976682
52,153,40.68753406,-73.97265183
35,121,40.68763155,-74.0016256
52,147,40.68764484,-73.96968902
42,139,40.6881529,-73.99520919
56,77,40.6882,-73.90798
61,106,40.68822,-73.91966
60,124,40.6883337,-73.950916
47,146,40.68841,-73.979458
44,143,40.68841743,-73.98451656
56,138,40.68851534,-73.9647628
58,89,40.68858,-73.91227
53,139,40.68900443,-73.96023854
54,69,40.68906,-73.90506
41,147,40.68926942,-73.98912867
53,82,40.68929,-73.90951
52,146,40.68940747,-73.96885458
66,115,40.6894932,-73.942061
45,145,40.68962189,-73.98304269
47,149,40.68981035,-73.97493121
44,147,40.689888,-73.981013
57,95,40.68989,-73.91458
58,126,40.6900815,-73.947915
42,151,40.6902375,-73.99203074
62,117,40.69047,-73.923511
53,90,40.69055,-73.91181
57,136,40.69064807,-73.95746179
53,132,40.69072549,-73.95133465
53,69,40.69081,-73.90448
44,146,40.69089272,-73.99612349
42,153,40.69102926,-73.99183363
54,102,40.69122,-73.91693
58,123,40.69128258,-73.9452416
59,118,40.69146,-73.92146
39,136,40.69165183,-73.9999786
46,144,40.69178,-73.97877
50,148,40.6917823,-73.9737299
56,142,40.69196035,-73.96536851
46,146,40.69196566,-73.9813018
71,124,40.692,-73.92617
61,124,40.692,-73.944
53,138,40.692,-73.95
42,142,40.692,-73.983
44,153,40.692,-73.992
41,142,40.69221589,-73.9842844
41,153,40.69236178,-73.98631746
68,123,40.69237074,-73.93705428
45,154,40.69239502,-73.99337909
44,152,40.69241829,-73.98949474
49,101,40.69296,-73.91605
46,84,40.693,-73.90824
50,146,40.69308257,-73.97178913
56,146,40.693261,-73.968896
48,146,40.69327018,-73.97703874
63,132,40.69329,-73.92852
52,141,40.69331716,-73.95381995
64,126,40.6933982,-73.939877
62,127,40.69356,-73.92524
57,140,40.69363137,-73.96223558
46,87,40.69385,-73.90974
55,134,40.69425403,-73.94626915
49,153,40.69428114,-73.99230033
52,143,40.69454609,-73.95801365
41,81,40.69467,-73.90663
42,148,40.69474881,-73.98362464
52,146,40.695,-73.95
63,132,40.69502,-73.92825
40,151,40.695065,-73.987167
46,155,40.69512845,-73.99595065
40,71,40.69517,-73.90311
45,147,40.69527008,-73.95238108
48,156,40.69531728,-73.99015725
50,154,40.69535693,-73.99344027
52,147,40.69539817,-73.94954908
50,115,40.69543,-73.9196
63,131,40.69544,-73.93223
45,91,40.69545,-73.91164
51,145,40.69573398,-73.97129668
51,149,40.69580705,-73.97355569
45,142,40.69608941,-73.97803415
51,150,40.69610226,-73.96751037
60,134,40.69622937,-73.94371094
59,133,40.69671,-73.92807
51,123,40.69676,-73.92302
61,133,40.69681963,-73.93756926
41,102,40.69714,-73.91566
37,83,40.6972,-73.90674
57,132,40.697481,-73.935877
57,136,40.69757,-73.93098
47,160,40.69760127,-73.99344559
44,156,40.69766564,-73.98476437
47,148,40.697787,-73.973736
60,134,40.697842,-73.926241
51,148,40.69794,-73.96986848
51,145,40.69795032,-73.9707756
42,96,40.698,-73.9127
40,88,40.69811,-73.90904
38,71,40.69812,-73.90271
47,150,40.69839895,-73.98068914
48,154,40.698458,-73.997178
42,112,40.698568,-73.918877
57,138,40.698617,-73.941342
34,66,40.6988,-73.9007
41,102,40.69905,-73.91516
29,60,40.69922,-73.89795
47,124,40.699304,-73.923044
39,97,40.69943,-73.91337
49,155,40.69957608,-73.94708417
35,70,40.69969,-73.9022
54,150,40.69985,-73.97141
54,159,40.69991755,-73.98971773
49,145,40.69999748,-73.97440128
52,137,40.700003,-73.92834
46,160,40.70029511,-73.95032283
50,164,40.7003,-73.991581
52,161,40.70037867,-73.99548059
36,85,40.70068,-73.90742
51,136,40.70076,-73.93641
56,142,40.70099,-73.93921
54,139,40.701,-73.932
52,140,40.70106,-73.93318
42,108,40.70108,-73.9179
51,141,40.70112,-73.93039
39,100,40.70113,-73.91422
26,94,40.70122128,-74.01234218
54,164,40.70140317,-73.9867267
36,88,40.70157341,-73.90876293
48,133,40.70166,-73.92754
51,153,40.7016657,-73.9437303
35,83,40.70183,-73.90625
23,89,40.701907,-74.013942
46,126,40.702013,-73.923769
51,155,40.70224,-73.982578
53,162,40.702461,-73.986842
24,92,40.70255065,-74.0127234
56,164,40.70255088,-73.98940236
43,117,40.7027,-73.92095
58,170,40.70277159,-73.99383605
49,136,40.702831,-73.9333
51,141,40.702997,-73.92997
51,150,40.7031724,-73.940636
41,109,40.703545,-73.917775
35,119,40.70355377,-74.00670227
25,96,40.70365182,-74.01167797
31,114,40.7037992,-74.00838676
46,129,40.704,-73.926
32,74,40.70408,-73.90408
42,154,40.70411791,-73.94818595
36,84,40.70413,-73.90737
47,135,40.704425,-73.92836
48,138,40.704508,-73.9351
35,90,40.70461,-73.91054
22,76,40.70463,-74.01507
24,84,40.70463334,-74.01361706
30,108,40.7047177,-74.00926027
41,111,40.704876,-73.919911
47,148,40.70510918,-73.94407279
40,118,40.70530954,-74.00612572
49,148,40.70531194,-73.97100056
41,123,40.70538,-73.92535
39,150,40.70538077,-73.94976519
46,139,40.70539,-73.92976
45,144,40.705517,-73.93936
35,88,40.70553,-73.9096
29,66,40.70555,-73.90245
42,118,40.705614,-73.92153
19,68,40.70569254,-74.01677685
36,95,40.70577,-73.91292
43,148,40.70583339,-73.94644578
45,140,40.706237,-73.933871
40,110,40.70636,-73.91945
41,144,40.70684203,-73.9544354
41,131,40.70686,-73.92851
31,79,40.70694,-73.90632
38,115,40.70706456,-74.00731853
44,148,40.70708701,-73.95796783
40,118,40.707165,-73.923711
46,141,40.707174,-73.93581
34,110,40.70717936,-74.00887308
46,145,40.70764494,-73.96841526
45,145,40.70767788,-73.94016171
50,143,40.707873,-74.00167
34,90,40.70793,-73.91092
20,69,40.70834698,-74.01713445
44,128,40.70838,-74.00495
46,142,40.708485,-74.002751
45,143,40.70853074,-73.96408963
40,117,40.70862144,-74.00722156
37,96,40.70863,-73.91497
39,121,40.70869,-73.92587
40,143,40.70870368,-73.9448625
35,141,40.70877084,-73.95095259
33,103,40.70905623,-74.01043382
38,111,40.70907,-73.92157
41,144,40.70924826,-73.96063149
44,143,40.70934,-73.95608
42,123,40.70955958,-74.00653609
31,73,40.709697,-73.907856
39,104,40.7098,-73.91727
41,144,40.709897,-73.94008
33,87,40.70998,-73.91116
35,138,40.71,-73.95
43,138,40.71019,-73.93734
35,138,40.71036854,-73.94705951
43,142,40.71044554,-73.96525063
41,142,40.710451,-73.960876
39,131,40.710681,-73.93372
68,181,40.71076228,-73.99400398
37,110,40.711066,-74.009447
55,159,40.71117416,-74.00016545
66,168,40.71117444,-73.99682619
42,133,40.71146364,-74.00552427
25,77,40.711512,-74.015756
35,133,40.71167351,-73.95141312
69,181,40.71173107,-73.99193043
35,137,40.711863,-73.944024
57,156,40.71219906,-73.97948148
35,99,40.71246,-73.91873
39,142,40.71247661,-73.94100005
37,142,40.71260486,-73.96264403
67,181,40.71269042,-73.98776323
46,141,40.71273266,-74.0046073
40,142,40.71285887,-73.96590294
32,136,40.71286844,-73.95698119
37,108,40.71291224,-74.01020234
37,109,40.713,-74.01
61,167,40.71307916,-73.99851193
63,180,40.713126,-73.984844
35,140,40.71323,-73.93894
37,115,40.71334184,-74.00935516
32,132,40.71335226,-73.94910336
35,131,40.713811,-73.93515
38,118,40.71401,-73.92793
71,185,40.71406667,-73.99293911
64,176,40.71413089,-73.9970468
31,128,40.71413311,-73.95234386
64,175,40.714193,-73.996732
60,166,40.714211,-73.981095
71,182,40.71427487,-73.98990025
36,123,40.71429,-73.93323
47,142,40.71450451,-74.00562789
29,133,40.71469,-73.95739
36,107,40.71485151,-74.01122332
58,158,40.71494807,-74.00234482
31,98,40.7149787,-74.013012
29,131,40.715143,-73.944507
25,82,40.7153379,-74.01658354
32,130,40.71534825,-73.96024116
31,134,40.715353,-73.93856
67,183,40.71559509,-73.9870295
66,187,40.7158155,-73.99422366
27,130,40.716,-73.959
32,134,40.716,-73.962
63,171,40.71602118,-73.99974372
67,184,40.71605866,-73.99190759
26,117,40.7160751,-73.952029
62,171,40.71622644,-73.98261206
40,121,40.71625008,-74.0091059
25,119,40.71638032,-73.94821286
31,124,40.716657,-73.93637
33,136,40.716887,-73.963198
24,123,40.7169811,-73.94485918
65,183,40.7172274,-73.98802084
58,161,40.71739973,-73.98016555
26,125,40.71745169,-73.95850939
39,115,40.71748752,-74.0104554
34,103,40.71754834,-74.01322069
54,150,40.717571,-74.005549
24,117,40.71766197,-73.94880027
27,127,40.71773,-73.94051
57,154,40.71782143,-73.97628939
24,118,40.71816969,-73.95520136
59,171,40.71850211,-73.98329859
43,131,40.71870987,-74.0090009
27,124,40.71882,-73.93948
67,189,40.718822,-73.99596
66,186,40.71893904,-73.99266288
24,120,40.719,-73.956
28,125,40.719,-73.959
61,176,40.719,-74.001
27,124,40.7190095,-73.95852515
23,123,40.71907891,-73.9422369
64,183,40.71910537,-73.99973337
52,147,40.71911552,-74.00666661
22,114,40.71915572,-73.94885391
24,113,40.71924,-73.95242
55,169,40.71926081,-73.98178024
24,120,40.71929301,-73.94500379
65,185,40.719383,-73.991479
61,171,40.71939226,-74.00247214
42,130,40.72019521,-74.01030064
65,186,40.72019576,-73.98997825
28,128,40.72036775,-73.96165073
60,173,40.72066442,-73.98517977
63,178,40.720747,-73.986274
22,112,40.72079821,-73.95484712
53,165,40.72082834,-73.97793172
21,112,40.72084,-73.94844
54,164,40.7208736,-73.98085795
68,188,40.72110063,-73.9919254
20,117,40.72158,-73.94546
61,180,40.72170005,-74.00238141
22,111,40.72179134,-73.9504154
51,152,40.72185379,-74.00771779
19,120,40.722,-73.944
23,117,40.722,-73.953
67,191,40.722055,-73.989111
69,194,40.72210379,-73.99724901
61,170,40.72217444,-73.98368779
23,120,40.72226,-73.93889
55,161,40.72228087,-73.97668709
68,191,40.72229346,-73.99147535
57,162,40.72243797,-74.00566443
27,126,40.72248189,-73.95921931
56,168,40.72299208,-73.97995466
65,178,40.72307749,-73.98583621
21,116,40.72311651,-73.95212324
69,197,40.72317958,-73.99480012
19,120,40.72325,-73.94308
65,191,40.72362738,-73.99949601
52,159,40.72368361,-73.97574813
52,159,40.72387,-73.975767
17,116,40.72395678,-73.94984365
21,117,40.724055,-73.955736
48,146,40.72405549,-74.00965965
59,170,40.72430832,-74.00473036
62,168,40.72453734,-73.98185424
67,198,40.72456089,-73.99565293
18,116,40.72481256,-73.94752622
62,183,40.72494672,-74.00165856
18,116,40.725,-73.947
17,116,40.725,-73.95
70,197,40.72502876,-73.99069656
60,164,40.72521311,-73.97768752
18,113,40.72557,-73.94434
19,113,40.72577,-73.94173
51,160,40.72580614,-73.97422494
71,186,40.725864,-73.986389
24,123,40.72606,-73.95621
69,179,40.72621788,-73.98379855
74,197,40.7262807,-73.98978041
64,190,40.726378,-74.000472
71,203,40.72706363,-73.99662137
17,117,40.72708584,-73.95299117
61,180,40.72710258,-74.00297088
56,167,40.727243,-73.976831
67,181,40.72740794,-73.98142006
72,203,40.72743423,-73.99379025
64,177,40.72746421,-73.97950418
45,139,40.72771408,-74.01129574
72,182,40.72779126,-73.98564945
20,120,40.72795,-73.95414
74,191,40.7284186,-73.98713956
53,153,40.728846,-74.008591
74,206,40.72903917,-73.99404649
22,127,40.72906,-73.95779
73,205,40.72917025,-73.99810231
78,199,40.72951496,-73.9907527
72,188,40.72953837,-73.98426726
68,183,40.72966729,-73.98067966
14,111,40.72984,-73.94839
80,203,40.73020661,-73.99102628
18,119,40.73026,-73.95394
67,186,40.73038599,-74.00214988
74,194,40.73047309,-73.98672378
71,201,40.73047747,-73.99906065
61,174,40.730563,-73.973984
17,115,40.731,-73.953
80,206,40.731,-73.992
15,111,40.73124,-73.95161
80,208,40.73143724,-73.99490342
56,161,40.73172428,-74.00674436
28,134,40.73181402,-73.95995021
71,193,40.73221853,-73.98165557
80,205,40.73223272,-73.98889957
71,200,40.73224119,-74.00026394
72,207,40.73226398,-73.99852205
20,121,40.73232194,-73.9550858
64,187,40.73233978,-73.97898383
84,208,40.732647,-73.99011
27,130,40.73266,-73.95826
84,208,40.73269,-73.98974
55,154,40.73291553,-74.00711384
65,187,40.73314259,-73.97573881
83,209,40.73331967,-73.99510132
70,188,40.73381219,-73.98054421
14,108,40.73396,-73.95204
81,204,40.734,-73.986
86,212,40.734,-73.992
66,181,40.73401143,-74.00293877
82,209,40.734232,-73.986923
84,210,40.73454567,-73.99074142
85,211,40.734814,-73.992085
72,195,40.735238,-74.000271
79,202,40.73532427,-73.99800419
57,168,40.73535398,-74.00483091
85,212,40.73536706,-73.98797393
82,214,40.735445,-73.99431
18,108,40.73555,-73.95284
28,130,40.73564,-73.95866
77,194,40.73587678,-73.98205027
70,189,40.735918,-74.000939
49,138,40.7361967,-74.00859207
84,204,40.73624527,-73.98473765
73,192,40.736502,-73.97809472
54,158,40.73652889,-74.00618026
80,205,40.737,-73.983
86,214,40.737,-73.989
83,216,40.737,-73.992
52,150,40.737,-74.007
86,215,40.73704984,-73.99009296
83,213,40.73726186,-73.99238967
76,187,40.73781509,-73.99994661
81,202,40.73804614,-73.99642959
77,191,40.7381765,-73.97738662
86,214,40.73827428,-73.98751968
65,169,40.73901691,-74.00263761
81,197,40.73912601,-73.97973776
51,136,40.739323,-74.008119
78,187,40.73935542,-73.99931783
76,195,40.739445,-73.976806
61,154,40.7394482,-74.00507033
82,204,40.73971301,-73.99456405
86,215,40.74,-73.986
80,192,40.74,-73.998
87,217,40.7403432,-73.98955109
85,214,40.74096374,-73.98602213
17,88,40.74128309,-73.93725872
74,193,40.74144387,-73.97536082
86,214,40.741459,-73.983293
79,201,40.74173969,-73.99415556
68,172,40.74177603,-74.00149746
27,110,40.74232744,-73.95411749
28,118,40.7423737,-73.9566
75,187,40.74238787,-73.99726235
17,97,40.74252,-73.948852
52,133,40.74275383,-74.00747359
84,215,40.74286877,-73.98918629
76,195,40.74290902,-73.97706058
18,84,40.743,-73.93561
20,101,40.743,-73.95
29,117,40.743,-73.956
78,208,40.743,-73.98
85,211,40.743,-73.983
73,185,40.743,-73.998
82,210,40.74311555,-73.98215353
62,152,40.74317449,-74.00366443
71,187,40.74322681,-73.97449784
54,136,40.74334935,-74.00681753
33,129,40.74336608,-73.95960689
69,174,40.74345335,-74.00004031
61,152,40.74353373,-74.00367558
15,88,40.74375241,-73.94176483
79,201,40.74394314,-73.97966069
81,204,40.74395411,-73.99144871
67,179,40.744219,-73.97121214
28,118,40.74436329,-73.95587325
83,210,40.74444921,-73.98303529
17,81,40.74469738,-73.93540375
70,176,40.74475148,-73.99915362
74,191,40.74487634,-73.99529885
26,106,40.7449067,-73.9534573
32,121,40.745038,-73.957539
84,213,40.7451677,-73.98683077
18,96,40.74524768,-73.94733276
63,156,40.7454973,-74.00197139
79,202,40.7457121,-73.98194829
16,80,40.746,-73.935
14,91,40.746,-73.944
23,103,40.746,-73.95
31,127,40.746,-73.959
71,179,40.746,-73.998
48,126,40.746,-74.007
80,207,40.7462009,-73.98855723
74,191,40.746647,-73.993915
44,120,40.746745,-74.007756
55,136,40.74691959,-74.00451887
24,101,40.74708586,-73.94977234
13,88,40.74718234,-73.9432635
27,112,40.74731,-73.95451
70,178,40.74734825,-73.99723551
71,197,40.74757396,-73.97880077
77,202,40.74765947,-73.98490707
64,177,40.74780373,-73.9734419
18,99,40.748,-73.9460927
15,85,40.7485,-73.941275
66,183,40.7489006,-73.97604882
73,198,40.749,-73.986
74,193,40.749,-73.992
76,199,40.74901271,-73.98848395
73,194,40.749156,-73.9916
65,164,40.74937024,-73.99923384
75,197,40.74964,-73.98805
25,113,40.74966,-73.9521
53,141,40.74971775,-74.00295035
55,162,40.75001986,-73.96905301
74,190,40.75019995,-73.99093085
63,165,40.75022392,-73.97121414
74,198,40.75038009,-73.98338988
18,101,40.75052534,-73.94594845
70,180,40.75058535,-73.99468482
54,150,40.75066386,-74.00176802
73,195,40.75097711,-73.98765428
19,82,40.751047,-73.93797
19,88,40.75110165,-73.94073717
42,123,40.751396,-74.005226
72,182,40.751551,-73.993934
67,185,40.751581,-73.97791
74,190,40.75172632,-73.98753523
22,76,40.75186951,-73.9334929
68,182,40.751873,-73.977706
22,109,40.7519071,-73.9479119
73,190,40.752,-73.989
50,157,40.75206862,-73.96784384
71,186,40.75216528,-73.97992194
73,193,40.752269,-73.982079
64,167,40.75255434,-73.97282625
22,88,40.7527085,-73.9397405
46,138,40.752957,-74.00264
72,189,40.75299641,-73.98721619
25,74,40.7531106,-73.9279917
55,164,40.75323098,-73.97032517
17,103,40.75325964,-73.94335788
23,86,40.7535992,-73.93795609
68,183,40.75412081,-73.98025185
47,148,40.75455731,-73.96592976
58,163,40.7546011,-73.97187886
68,180,40.75466591,-73.99138152
57,156,40.75469175,-73.99740189
24,79,40.75473,-73.93367
70,181,40.75492,-73.98455
61,168,40.755,-73.974
67,177,40.755,-73.992
65,181,40.75500254,-73.98014437
62,174,40.75510267,-73.97498696
68,184,40.75513557,-73.98658032
24,118,40.7552433,-73.9485678
50,155,40.755293,-73.967641
27,72,40.7557327,-73.9236611
45,128,40.75594159,-74.0021163
66,176,40.75640548,-73.9900262
25,78,40.75651273,-73.92957486
49,143,40.75660359,-73.9979009
65,180,40.7568001,-73.98291153
26,69,40.756913,-73.921631
26,73,40.7569332,-73.9262231
57,165,40.75714758,-73.97207836
25,82,40.757186,-73.932719
62,173,40.75724568,-73.97805914
21,113,40.75742,-73.945133
65,174,40.7575699,-73.99098507
22,100,40.7576314,-73.9391224
28,62,40.7577284,-73.9166368
51,146,40.75797322,-73.96603308
26,73,40.7580583,-73.9242751
56,159,40.75828065,-73.97069431
63,172,40.758397,-73.98255
41,137,40.75892386,-73.96226227
55,155,40.75898481,-73.99379969
29,133,40.759107,-73.959223
42,136,40.759125,-73.962658
63,169,40.75929124,-73.98859651
54,155,40.75934501,-73.96759673
29,53,40.7595701,-73.9142678
25,85,40.7596276,-73.9321455
57,165,40.7597108,-73.97402311
59,161,40.75992262,-73.97648516
51,144,40.76009437,-73.99461843
27,93,40.7601853,-73.9362726
58,157,40.76019252,-73.9912551
44,125,40.76030096,-73.99884222
24,67,40.760339,-73.9222427
59,165,40.76068327,-73.98452729
39,102,40.76087502,-74.00277668
53,154,40.76095756,-73.96724467
59,161,40.761,-73.98
56,161,40.761,-73.989
51,140,40.761,-73.995
25,83,40.76108,-73.930562
34,140,40.7612274,-73.96094022
27,60,40.7612939,-73.91691685
59,162,40.76132983,-73.97982001
28,113,40.7614376,-73.9411265
57,161,40.761573,-73.972628
24,75,40.761584,-73.925921
54,152,40.76227205,-73.98788205
57,160,40.76228826,-73.98336183
51,137,40.76269882,-73.99301222
30,108,40.7627442,-73.9391141
28,96,40.7628138,-73.9342862
57,161,40.76302594,-73.97209525
45,146,40.76312584,-73.96526895
23,64,40.763154,-73.920827
32,112,40.76315482,-73.9398551
58,160,40.763189,-73.978434
25,78,40.7633589,-73.9286471
44,120,40.76341379,-73.99667444
58,161,40.76344058,-73.98268129
57,157,40.76350532,-73.97109243
51,146,40.76360468,-73.98917958
57,157,40.76370739,-73.9851615
33,102,40.7638753,-73.9364848
45,144,40.763954,-73.9646
58,156,40.764,-73.971
58,157,40.764,-73.983
26,45,40.76408932,-73.91065121
62,155,40.7643971,-73.97371465
23,67,40.7647,-73.9240312
42,142,40.76471852,-73.9622207
27,142,40.76500525,-73.95818491
57,158,40.7652654,-73.98192338
25,51,40.7656251,-73.9136695
26,72,40.7658346,-73.9265474
54,144,40.76584941,-73.98690506
28,88,40.7659,-73.930819
62,157,40.76590936,-73.97634151
60,152,40.766368,-73.971518
32,137,40.76663814,-73.95348296
49,125,40.76669671,-73.99061728
62,154,40.76674056,-73.97906899
37,104,40.7668,-73.9347774
24,56,40.7671,-73.9169858
42,145,40.7671284,-73.96224618
40,111,40.7671863,-73.9373554
44,115,40.76727216,-73.99392888
24,59,40.76754878,-73.92093346
51,151,40.7678008,-73.96592081
57,148,40.76800889,-73.96845281
35,95,40.7682,-73.9322662
50,129,40.768254,-73.988639
24,68,40.768692,-73.9249574
42,142,40.76873687,-73.96119945
37,137,40.76876203,-73.95840794
34,136,40.7689738,-73.95482273
57,145,40.76915505,-73.98191841
52,149,40.7691572,-73.96703464
40,104,40.7692475,-73.9354504
23,55,40.7699176,-73.9184057
42,136,40.7699426,-73.96060712
22,46,40.7701477,-73.9120938
30,78,40.7703743,-73.9286078
48,123,40.770513,-73.988038
41,105,40.770845,-73.934171
42,138,40.77112927,-73.95772297
23,52,40.7711528,-73.9170074
47,143,40.77118288,-73.96409422
27,66,40.7713615,-73.9246145
20,36,40.7713937,-73.9077436
37,124,40.77140426,-73.9535166
45,108,40.77149671,-73.99046034
53,140,40.77163851,-73.98261428
31,116,40.7724607,-73.9468208
42,128,40.7727966,-73.95577801
51,148,40.77282817,-73.96685276
32,118,40.7728384,-73.94989233
22,49,40.7729,-73.916142
46,135,40.77314236,-73.95856158
54,144,40.7734066,-73.97782542
50,139,40.773763,-73.96222088
39,96,40.7739825,-73.9309134
23,52,40.774591,-73.918544
28,68,40.774645,-73.923706
47,116,40.7746671,-73.98470567
43,126,40.77477945,-73.95427465
21,44,40.7747878,-73.9125551
44,111,40.77485,-73.9342
45,123,40.77492513,-73.98266566
43,97,40.77515953,-73.98918696
42,116,40.77518615,-73.94446054
42,115,40.77536905,-73.94803392
44,118,40.77565541,-73.95068615
50,128,40.77573034,-73.9567526
50,139,40.77579377,-73.97620574
22,46,40.776165,-73.9153175
49,143,40.77632142,-73.96427393
39,84,40.7767,-73.927631
51,136,40.77677702,-73.9590097
45,128,40.7770575,-73.97898475
31,66,40.7774552,-73.9225403
42,109,40.77748046,-73.98288594
35,90,40.77750703,-73.98888588
46,118,40.7779453,-73.946041
54,129,40.77801203,-73.95407149
54,133,40.7781314,-73.96069399
48,119,40.778301,-73.9488134
44,126,40.7785669,-73.97754961
55,135,40.77862688,-73.95772073
19,42,40.7787185,-73.9145645
42,137,40.77896784,-73.97374737
39,111,40.77966809,-73.98093045
39,117,40.78018397,-73.97728533
35,86,40.78057799,-73.98562431
53,133,40.7806284,-73.9521667
54,128,40.7811223,-73.94965589
59,137,40.7814107,-73.95595908
26,49,40.78145,-73.9183302
50,120,40.7817212,-73.94594
31,81,40.782,-73.986
54,124,40.78245418,-73.94891962
41,133,40.782593,-73.971211
41,132,40.78275,-73.97137
34,106,40.7829391,-73.9786517
59,137,40.78307,-73.95939
57,135,40.7835016,-73.955327
57,125,40.7839636,-73.9471673
28,83,40.78414472,-73.98362492
48,131,40.78472675,-73.96961715
60,131,40.7849032,-73.950503
36,122,40.78499979,-73.97283406
28,107,40.78524672,-73.97667321
59,137,40.7857851,-73.957481
59,126,40.7859201,-73.94860294
59,120,40.7862586,-73.94552579
25,96,40.7867947,-73.977112
54,112,40.7869946,-73.94164802
22,80,40.78720869,-73.98128127
61,124,40.7877214,-73.94728331
63,139,40.787801,-73.953559
63,138,40.788,-73.953
66,136,40.78813,-73.95206
43,122,40.7882213,-73.97041561
28,100,40.78839,-73.9747
63,114,40.7892105,-73.94370784
